Series ID,Year,Period,Label,Value
LASST190000000000003,2022,M05,2022 May,2.7
LASST190000000000003,2022,M06,2022 Jun,2.6
LASST190000000000003,2022,M07,2022 Jul,2.5
LASST190000000000003,2022,M08,2022 Aug,2.6
LASST190000000000003,2022,M09,2022 Sep,2.7
LASST190000000000003,2022,M10,2022 Oct,2.9
LASST200000000000003,2020,M01,2020 Jan,3.1
LASST200000000000003,2020,M02,2020 Feb,3.1
LASST200000000000003,2020,M03,2020 Mar,3.1
LASST200000000000003,2020,M04,2020 Apr,12.2
LASST200000000000003,2020,M05,2020 May,9.0
LASST200000000000003,2020,M06,2020 Jun,7.2
LASST200000000000003,2020,M07,2020 Jul,6.4
LASST200000000000003,2020,M08,2020 Aug,5.6
LASST200000000000003,2020,M09,2020 Sep,5.2
LASST200000000000003,2020,M10,2020 Oct,4.7
LASST200000000000003,2020,M11,2020 Nov,4.4
LASST200000000000003,2020,M12,2020 Dec,4.2
LASST200000000000003,2021,M01,2021 Jan,3.8
LASST200000000000003,2021,M02,2021 Feb,3.6
LASST200000000000003,2021,M03,2021 Mar,3.5
LASST200000000000003,2021,M04,2021 Apr,3.5
LASST200000000000003,2021,M05,2021 May,3.4
LASST200000000000003,2021,M06,2021 Jun,3.5
LASST200000000000003,2021,M07,2021 Jul,3.4
LASST200000000000003,2021,M08,2021 Aug,3.2
LASST200000000000003,2021,M09,2021 Sep,3.0
LASST200000000000003,2021,M10,2021 Oct,2.9
LASST200000000000003,2021,M11,2021 Nov,2.8
LASST200000000000003,2021,M12,2021 Dec,2.8
LASST200000000000003,2022,M01,2022 Jan,2.6
LASST200000000000003,2022,M02,2022 Feb,2.5
LASST200000000000003,2022,M03,2022 Mar,2.4
LASST200000000000003,2022,M04,2022 Apr,2.4
LASST200000000000003,2022,M05,2022 May,2.3
LASST200000000000003,2022,M06,2022 Jun,2.4
LASST200000000000003,2022,M07,2022 Jul,2.4
LASST200000000000003,2022,M08,2022 Aug,2.5
LASST200000000000003,2022,M09,2022 Sep,2.6
LASST200000000000003,2022,M10,2022 Oct,2.8
LASST210000000000003,2020,M01,2020 Jan,4.0
LASST210000000000003,2020,M02,2020 Feb,4.1
LASST210000000000003,2020,M03,2020 Mar,4.1
LASST210000000000003,2020,M04,2020 Apr,16.5
LASST210000000000003,2020,M05,2020 May,12.6
LASST210000000000003,2020,M06,2020 Jun,5.1
LASST210000000000003,2020,M07,2020 Jul,5.7
LASST210000000000003,2020,M08,2020 Aug,5.2
LASST210000000000003,2020,M09,2020 Sep,5.1
LASST210000000000003,2020,M10,2020 Oct,4.9
LASST210000000000003,2020,M11,2020 Nov,4.9
LASST210000000000003,2020,M12,2020 Dec,4.9
LASST210000000000003,2021,M01,2021 Jan,4.8
LASST210000000000003,2021,M02,2021 Feb,4.7
LASST210000000000003,2021,M03,2021 Mar,4.7
LASST210000000000003,2021,M04,2021 Apr,4.7
LASST210000000000003,2021,M05,2021 May,4.7
LASST210000000000003,2021,M06,2021 Jun,4.8
LASST210000000000003,2021,M07,2021 Jul,4.8
LASST210000000000003,2021,M08,2021 Aug,4.8
LASST210000000000003,2021,M09,2021 Sep,4.7
LASST210000000000003,2021,M10,2021 Oct,4.6
LASST210000000000003,2021,M11,2021 Nov,4.6
LASST210000000000003,2021,M12,2021 Dec,4.6
LASST210000000000003,2022,M01,2022 Jan,4.4
LASST210000000000003,2022,M02,2022 Feb,4.2
LASST210000000000003,2022,M03,2022 Mar,4.0
LASST210000000000003,2022,M04,2022 Apr,3.9
LASST210000000000003,2022,M05,2022 May,3.8
LASST210000000000003,2022,M06,2022 Jun,3.7
LASST210000000000003,2022,M07,2022 Jul,3.7
LASST210000000000003,2022,M08,2022 Aug,3.8
LASST210000000000003,2022,M09,2022 Sep,3.8
LASST210000000000003,2022,M10,2022 Oct,3.9
LASST220000000000003,2020,M01,2020 Jan,5.2
LASST220000000000003,2020,M02,2020 Feb,5.2
LASST220000000000003,2020,M03,2020 Mar,6.8
LASST220000000000003,2020,M04,2020 Apr,13.5
LASST220000000000003,2020,M05,2020 May,12.3
LASST220000000000003,2020,M06,2020 Jun,11.0
LASST220000000000003,2020,M07,2020 Jul,10.5
LASST220000000000003,2020,M08,2020 Aug,9.4
LASST220000000000003,2020,M09,2020 Sep,8.9
LASST220000000000003,2020,M10,2020 Oct,8.0
LASST220000000000003,2020,M11,2020 Nov,7.4
LASST220000000000003,2020,M12,2020 Dec,7.0
LASST220000000000003,2021,M01,2021 Jan,6.5
LASST220000000000003,2021,M02,2021 Feb,6.3
LASST220000000000003,2021,M03,2021 Mar,6.1
LASST220000000000003,2021,M04,2021 Apr,6.1
LASST220000000000003,2021,M05,2021 May,5.9
LASST220000000000003,2021,M06,2021 Jun,5.8
LASST220000000000003,2021,M07,2021 Jul,5.5
LASST220000000000003,2021,M08,2021 Aug,5.2
LASST220000000000003,2021,M09,2021 Sep,4.8
LASST220000000000003,2021,M10,2021 Oct,4.6
LASST220000000000003,2021,M11,2021 Nov,4.5
LASST220000000000003,2021,M12,2021 Dec,4.4
LASST220000000000003,2022,M01,2022 Jan,4.3
LASST220000000000003,2022,M02,2022 Feb,4.3
LASST220000000000003,2022,M03,2022 Mar,4.2
LASST220000000000003,2022,M04,2022 Apr,4.1
LASST220000000000003,2022,M05,2022 May,4.0
LASST220000000000003,2022,M06,2022 Jun,3.8
LASST220000000000003,2022,M07,2022 Jul,3.7
LASST220000000000003,2022,M08,2022 Aug,3.5
LASST220000000000003,2022,M09,2022 Sep,3.4
LASST220000000000003,2022,M10,2022 Oct,3.3
LASST230000000000003,2020,M01,2020 Jan,2.9
LASST230000000000003,2020,M02,2020 Feb,2.8
LASST230000000000003,2020,M03,2020 Mar,2.7
LASST230000000000003,2020,M04,2020 Apr,9.1
LASST230000000000003,2020,M05,2020 May,9.2
LASST230000000000003,2020,M06,2020 Jun,6.6
LASST230000000000003,2020,M07,2020 Jul,6.3
LASST230000000000003,2020,M08,2020 Aug,4.6
LASST230000000000003,2020,M09,2020 Sep,4.4
LASST230000000000003,2020,M10,2020 Oct,4.1
LASST230000000000003,2020,M11,2020 Nov,4.1
LASST230000000000003,2020,M12,2020 Dec,4.4
LASST230000000000003,2021,M01,2021 Jan,4.4
LASST230000000000003,2021,M02,2021 Feb,4.6
LASST230000000000003,2021,M03,2021 Mar,4.8
LASST230000000000003,2021,M04,2021 Apr,5.0
LASST230000000000003,2021,M05,2021 May,4.9
LASST230000000000003,2021,M06,2021 Jun,5.0
LASST230000000000003,2021,M07,2021 Jul,4.9
LASST230000000000003,2021,M08,2021 Aug,4.8
LASST230000000000003,2021,M09,2021 Sep,4.5
LASST230000000000003,2021,M10,2021 Oct,4.4
LASST230000000000003,2021,M11,2021 Nov,4.2
LASST230000000000003,2021,M12,2021 Dec,4.1
LASST230000000000003,2022,M01,2022 Jan,4.1
LASST230000000000003,2022,M02,2022 Feb,4.0
LASST230000000000003,2022,M03,2022 Mar,3.6
LASST230000000000003,2022,M04,2022 Apr,3.3
LASST230000000000003,2022,M05,2022 May,3.2
LASST230000000000003,2022,M06,2022 Jun,3.0
LASST230000000000003,2022,M07,2022 Jul,2.8
LASST230000000000003,2022,M08,2022 Aug,3.1
LASST230000000000003,2022,M09,2022 Sep,3.3
LASST230000000000003,2022,M10,2022 Oct,3.6
LASST240000000000003,2020,M01,2020 Jan,4.0
LASST240000000000003,2020,M02,2020 Feb,4.2
LASST240000000000003,2020,M03,2020 Mar,4.2
LASST240000000000003,2020,M04,2020 Apr,9.5
LASST240000000000003,2020,M05,2020 May,9.5
LASST240000000000003,2020,M06,2020 Jun,8.6
LASST240000000000003,2020,M07,2020 Jul,8.1
LASST240000000000003,2020,M08,2020 Aug,7.2
LASST240000000000003,2020,M09,2020 Sep,6.8
LASST240000000000003,2020,M10,2020 Oct,6.2
LASST240000000000003,2020,M11,2020 Nov,6.1
LASST240000000000003,2020,M12,2020 Dec,6.3
LASST240000000000003,2021,M01,2021 Jan,5.9
LASST240000000000003,2021,M02,2021 Feb,5.7
LASST240000000000003,2021,M03,2021 Mar,5.7
LASST240000000000003,2021,M04,2021 Apr,5.7
LASST240000000000003,2021,M05,2021 May,5.7
LASST240000000000003,2021,M06,2021 Jun,6.1
LASST240000000000003,2021,M07,2021 Jul,6.1
LASST240000000000003,2021,M08,2021 Aug,6.2
LASST240000000000003,2021,M09,2021 Sep,5.8
LASST240000000000003,2021,M10,2021 Oct,5.7
LASST240000000000003,2021,M11,2021 Nov,5.4
LASST240000000000003,2021,M12,2021 Dec,5.4
LASST240000000000003,2022,M01,2022 Jan,5.4
LASST240000000000003,2022,M02,2022 Feb,5.0
LASST240000000000003,2022,M03,2022 Mar,4.6
LASST240000000000003,2022,M04,2022 Apr,4.2
LASST240000000000003,2022,M05,2022 May,4.0
LASST240000000000003,2022,M06,2022 Jun,4.0
LASST240000000000003,2022,M07,2022 Jul,3.9
LASST240000000000003,2022,M08,2022 Aug,4.3
LASST240000000000003,2022,M09,2022 Sep,4.0
LASST240000000000003,2022,M10,2022 Oct,4.5
LASST250000000000003,2020,M01,2020 Jan,3.0
LASST250000000000003,2020,M02,2020 Feb,2.9
LASST250000000000003,2020,M03,2020 Mar,2.9
LASST250000000000003,2020,M04,2020 Apr,17.1
LASST250000000000003,2020,M05,2020 May,15.5
LASST250000000000003,2020,M06,2020 Jun,14.4
LASST250000000000003,2020,M07,2020 Jul,12.7
LASST250000000000003,2020,M08,2020 Aug,10.6
LASST250000000000003,2020,M09,2020 Sep,9.9
LASST250000000000003,2020,M10,2020 Oct,8.6
LASST250000000000003,2020,M11,2020 Nov,8.1
LASST250000000000003,2020,M12,2020 Dec,7.7
LASST250000000000003,2021,M01,2021 Jan,7.1
LASST250000000000003,2021,M02,2021 Feb,6.7
LASST250000000000003,2021,M03,2021 Mar,6.4
LASST250000000000003,2021,M04,2021 Apr,6.3
LASST250000000000003,2021,M05,2021 May,5.9
LASST250000000000003,2021,M06,2021 Jun,6.0
LASST250000000000003,2021,M07,2021 Jul,5.7
LASST250000000000003,2021,M08,2021 Aug,5.5
LASST250000000000003,2021,M09,2021 Sep,5.1
LASST250000000000003,2021,M10,2021 Oct,5.0
LASST250000000000003,2021,M11,2021 Nov,4.8
LASST250000000000003,2021,M12,2021 Dec,4.6
LASST250000000000003,2022,M01,2022 Jan,4.8
LASST250000000000003,2022,M02,2022 Feb,4.7
LASST250000000000003,2022,M03,2022 Mar,4.3
LASST250000000000003,2022,M04,2022 Apr,4.1
LASST250000000000003,2022,M05,2022 May,3.9
LASST250000000000003,2022,M06,2022 Jun,3.7
LASST250000000000003,2022,M07,2022 Jul,3.5
LASST250000000000003,2022,M08,2022 Aug,3.6
LASST250000000000003,2022,M09,2022 Sep,3.4
LASST250000000000003,2022,M10,2022 Oct,3.5
LASST260000000000003,2020,M01,2020 Jan,3.8
LASST260000000000003,2020,M02,2020 Feb,3.8
LASST260000000000003,2020,M03,2020 Mar,3.8
LASST260000000000003,2020,M04,2020 Apr,22.7
LASST260000000000003,2020,M05,2020 May,19.2
LASST260000000000003,2020,M06,2020 Jun,14.6
LASST260000000000003,2020,M07,2020 Jul,12.6
LASST260000000000003,2020,M08,2020 Aug,9.9
LASST260000000000003,2020,M09,2020 Sep,8.7
LASST260000000000003,2020,M10,2020 Oct,7.5
LASST260000000000003,2020,M11,2020 Nov,7.1
LASST260000000000003,2020,M12,2020 Dec,7.0
LASST260000000000003,2021,M01,2021 Jan,6.4
LASST260000000000003,2021,M02,2021 Feb,6.3
LASST260000000000003,2021,M03,2021 Mar,6.2
LASST260000000000003,2021,M04,2021 Apr,6.2
LASST260000000000003,2021,M05,2021 May,6.2
LASST260000000000003,2021,M06,2021 Jun,6.3
LASST260000000000003,2021,M07,2021 Jul,6.2
LASST260000000000003,2021,M08,2021 Aug,6.0
LASST260000000000003,2021,M09,2021 Sep,5.7
LASST260000000000003,2021,M10,2021 Oct,5.4
LASST260000000000003,2021,M11,2021 Nov,5.2
LASST260000000000003,2021,M12,2021 Dec,5.1
LASST260000000000003,2022,M01,2022 Jan,4.9
LASST260000000000003,2022,M02,2022 Feb,4.7
LASST260000000000003,2022,M03,2022 Mar,4.4
LASST260000000000003,2022,M04,2022 Apr,4.3
LASST260000000000003,2022,M05,2022 May,4.3
LASST260000000000003,2022,M06,2022 Jun,4.3
LASST260000000000003,2022,M07,2022 Jul,4.2
LASST260000000000003,2022,M08,2022 Aug,4.1
LASST260000000000003,2022,M09,2022 Sep,4.1
LASST260000000000003,2022,M10,2022 Oct,4.2
LASST270000000000003,2020,M01,2020 Jan,3.8
LASST270000000000003,2020,M02,2020 Feb,3.9
LASST270000000000003,2020,M03,2020 Mar,4.0
LASST270000000000003,2020,M04,2020 Apr,9.0
LASST270000000000003,2020,M05,2020 May,10.8
LASST270000000000003,2020,M06,2020 Jun,8.7
LASST270000000000003,2020,M07,2020 Jul,7.9
LASST270000000000003,2020,M08,2020 Aug,6.9
LASST270000000000003,2020,M09,2020 Sep,6.2
LASST270000000000003,2020,M10,2020 Oct,5.5
LASST270000000000003,2020,M11,2020 Nov,5.0
LASST270000000000003,2020,M12,2020 Dec,4.6
LASST270000000000003,2021,M01,2021 Jan,4.2
LASST270000000000003,2021,M02,2021 Feb,3.9
LASST270000000000003,2021,M03,2021 Mar,3.7
LASST270000000000003,2021,M04,2021 Apr,3.5
LASST270000000000003,2021,M05,2021 May,3.4
LASST270000000000003,2021,M06,2021 Jun,3.4
LASST270000000000003,2021,M07,2021 Jul,3.3
LASST270000000000003,2021,M08,2021 Aug,3.3
LASST270000000000003,2021,M09,2021 Sep,3.2
LASST270000000000003,2021,M10,2021 Oct,3.1
LASST270000000000003,2021,M11,2021 Nov,3.1
LASST270000000000003,2021,M12,2021 Dec,3.0
LASST270000000000003,2022,M01,2022 Jan,2.9
LASST270000000000003,2022,M02,2022 Feb,2.7
LASST270000000000003,2022,M03,2022 Mar,2.5
LASST270000000000003,2022,M04,2022 Apr,2.2
LASST270000000000003,2022,M05,2022 May,2.0
LASST270000000000003,2022,M06,2022 Jun,1.8
LASST270000000000003,2022,M07,2022 Jul,1.8
LASST270000000000003,2022,M08,2022 Aug,1.9
LASST270000000000003,2022,M09,2022 Sep,2.0
LASST270000000000003,2022,M10,2022 Oct,2.1
LASST280000000000003,2020,M01,2020 Jan,5.5
LASST280000000000003,2020,M02,2020 Feb,5.7
LASST280000000000003,2020,M03,2020 Mar,5.8
LASST280000000000003,2020,M04,2020 Apr,15.4
LASST280000000000003,2020,M05,2020 May,11.0
LASST280000000000003,2020,M06,2020 Jun,9.2
LASST280000000000003,2020,M07,2020 Jul,8.2
LASST280000000000003,2020,M08,2020 Aug,7.4
LASST280000000000003,2020,M09,2020 Sep,7.1
LASST280000000000003,2020,M10,2020 Oct,6.8
LASST280000000000003,2020,M11,2020 Nov,6.8
LASST280000000000003,2020,M12,2020 Dec,6.7
LASST280000000000003,2021,M01,2021 Jan,6.6
LASST280000000000003,2021,M02,2021 Feb,6.5
LASST280000000000003,2021,M03,2021 Mar,6.4
LASST280000000000003,2021,M04,2021 Apr,6.2
LASST280000000000003,2021,M05,2021 May,6.0
LASST280000000000003,2021,M06,2021 Jun,5.8
LASST280000000000003,2021,M07,2021 Jul,5.6
LASST280000000000003,2021,M08,2021 Aug,5.3
LASST280000000000003,2021,M09,2021 Sep,5.0
LASST280000000000003,2021,M10,2021 Oct,4.7
LASST280000000000003,2021,M11,2021 Nov,4.7
LASST280000000000003,2021,M12,2021 Dec,4.7
LASST280000000000003,2022,M01,2022 Jan,4.6
LASST280000000000003,2022,M02,2022 Feb,4.5
LASST280000000000003,2022,M03,2022 Mar,4.2
LASST280000000000003,2022,M04,2022 Apr,4.1
LASST280000000000003,2022,M05,2022 May,3.9
LASST280000000000003,2022,M06,2022 Jun,3.8
LASST280000000000003,2022,M07,2022 Jul,3.6
LASST280000000000003,2022,M08,2022 Aug,3.6
LASST280000000000003,2022,M09,2022 Sep,3.6
LASST280000000000003,2022,M10,2022 Oct,3.8
LASST290000000000003,2020,M01,2020 Jan,3.3
LASST290000000000003,2020,M02,2020 Feb,3.3
LASST290000000000003,2020,M03,2020 Mar,3.5
LASST290000000000003,2020,M04,2020 Apr,11.2
LASST290000000000003,2020,M05,2020 May,9.2
LASST290000000000003,2020,M06,2020 Jun,7.7
LASST290000000000003,2020,M07,2020 Jul,7.0
LASST290000000000003,2020,M08,2020 Aug,6.4
LASST290000000000003,2020,M09,2020 Sep,6.0
LASST290000000000003,2020,M10,2020 Oct,5.5
LASST290000000000003,2020,M11,2020 Nov,5.3
LASST290000000000003,2020,M12,2020 Dec,5.1
LASST290000000000003,2021,M01,2021 Jan,5.0
LASST290000000000003,2021,M02,2021 Feb,4.9
LASST290000000000003,2021,M03,2021 Mar,4.8
LASST290000000000003,2021,M04,2021 Apr,4.7
LASST290000000000003,2021,M05,2021 May,4.5
LASST290000000000003,2021,M06,2021 Jun,4.4
LASST290000000000003,2021,M07,2021 Jul,4.3
LASST290000000000003,2021,M08,2021 Aug,4.1
LASST290000000000003,2021,M09,2021 Sep,4.0
LASST290000000000003,2021,M10,2021 Oct,4.0
LASST290000000000003,2021,M11,2021 Nov,3.9
LASST290000000000003,2021,M12,2021 Dec,3.9
LASST290000000000003,2022,M01,2022 Jan,3.8
LASST290000000000003,2022,M02,2022 Feb,3.7
LASST290000000000003,2022,M03,2022 Mar,3.6
LASST290000000000003,2022,M04,2022 Apr,3.4
LASST290000000000003,2022,M05,2022 May,3.1
LASST290000000000003,2022,M06,2022 Jun,2.8
LASST290000000000003,2022,M07,2022 Jul,2.5
LASST290000000000003,2022,M08,2022 Aug,2.5
LASST290000000000003,2022,M09,2022 Sep,2.4
LASST290000000000003,2022,M10,2022 Oct,2.6
LASST300000000000003,2020,M01,2020 Jan,3.7
LASST300000000000003,2020,M02,2020 Feb,3.7
LASST300000000000003,2020,M03,2020 Mar,3.6
LASST300000000000003,2020,M04,2020 Apr,12.2
LASST300000000000003,2020,M05,2020 May,9.1
LASST300000000000003,2020,M06,2020 Jun,7.4
LASST300000000000003,2020,M07,2020 Jul,6.5
LASST300000000000003,2020,M08,2020 Aug,5.4
LASST300000000000003,2020,M09,2020 Sep,5.0
LASST300000000000003,2020,M10,2020 Oct,4.5
LASST300000000000003,2020,M11,2020 Nov,4.2
LASST300000000000003,2020,M12,2020 Dec,4.0
LASST300000000000003,2021,M01,2021 Jan,3.8
LASST300000000000003,2021,M02,2021 Feb,3.7
LASST300000000000003,2021,M03,2021 Mar,3.6
LASST300000000000003,2021,M04,2021 Apr,3.6
LASST300000000000003,2021,M05,2021 May,3.6
LASST300000000000003,2021,M06,2021 Jun,3.6
LASST300000000000003,2021,M07,2021 Jul,3.5
LASST300000000000003,2021,M08,2021 Aug,3.4
LASST300000000000003,2021,M09,2021 Sep,3.2
LASST300000000000003,2021,M10,2021 Oct,3.0
LASST300000000000003,2021,M11,2021 Nov,2.9
LASST300000000000003,2021,M12,2021 Dec,2.9
LASST300000000000003,2022,M01,2022 Jan,2.7
LASST300000000000003,2022,M02,2022 Feb,2.6
LASST300000000000003,2022,M03,2022 Mar,2.3
LASST300000000000003,2022,M04,2022 Apr,2.3
LASST300000000000003,2022,M05,2022 May,2.4
LASST300000000000003,2022,M06,2022 Jun,2.6
LASST300000000000003,2022,M07,2022 Jul,2.7
LASST300000000000003,2022,M08,2022 Aug,2.8
LASST300000000000003,2022,M09,2022 Sep,2.9
LASST300000000000003,2022,M10,2022 Oct,3.0
LASST310000000000003,2020,M01,2020 Jan,3.0
LASST310000000000003,2020,M02,2020 Feb,3.0
LASST310000000000003,2020,M03,2020 Mar,4.3
LASST310000000000003,2020,M04,2020 Apr,8.2
LASST310000000000003,2020,M05,2020 May,6.3
LASST310000000000003,2020,M06,2020 Jun,5.1
LASST310000000000003,2020,M07,2020 Jul,4.4
LASST310000000000003,2020,M08,2020 Aug,3.7
LASST310000000000003,2020,M09,2020 Sep,3.3
LASST310000000000003,2020,M10,2020 Oct,2.9
LASST310000000000003,2020,M11,2020 Nov,2.8
LASST310000000000003,2020,M12,2020 Dec,2.8
LASST310000000000003,2021,M01,2021 Jan,2.7
LASST310000000000003,2021,M02,2021 Feb,2.7
LASST310000000000003,2021,M03,2021 Mar,2.6
LASST310000000000003,2021,M04,2021 Apr,2.6
LASST310000000000003,2021,M05,2021 May,2.5
LASST310000000000003,2021,M06,2021 Jun,2.5
LASST310000000000003,2021,M07,2021 Jul,2.5
LASST310000000000003,2021,M08,2021 Aug,2.5
LASST310000000000003,2021,M09,2021 Sep,2.5
LASST310000000000003,2021,M10,2021 Oct,2.4
LASST310000000000003,2021,M11,2021 Nov,2.4
LASST310000000000003,2021,M12,2021 Dec,2.3
LASST310000000000003,2022,M01,2022 Jan,2.2
LASST310000000000003,2022,M02,2022 Feb,2.1
LASST310000000000003,2022,M03,2022 Mar,2.0
LASST310000000000003,2022,M04,2022 Apr,1.9
LASST310000000000003,2022,M05,2022 May,1.9
LASST310000000000003,2022,M06,2022 Jun,1.9
LASST310000000000003,2022,M07,2022 Jul,2.0
LASST310000000000003,2022,M08,2022 Aug,2.1
LASST310000000000003,2022,M09,2022 Sep,2.2
LASST310000000000003,2022,M10,2022 Oct,2.4
LASST320000000000003,2020,M01,2020 Jan,3.8
LASST320000000000003,2020,M02,2020 Feb,4.0
LASST320000000000003,2020,M03,2020 Mar,8.0
LASST320000000000003,2020,M04,2020 Apr,28.5
LASST320000000000003,2020,M05,2020 May,23.4
LASST320000000000003,2020,M06,2020 Jun,18.5
LASST320000000000003,2020,M07,2020 Jul,16.8
LASST320000000000003,2020,M08,2020 Aug,14.7
LASST320000000000003,2020,M09,2020 Sep,13.6
LASST320000000000003,2020,M10,2020 Oct,12.1
LASST320000000000003,2020,M11,2020 Nov,11.2
LASST320000000000003,2020,M12,2020 Dec,10.8
LASST320000000000003,2021,M01,2021 Jan,10.2
LASST320000000000003,2021,M02,2021 Feb,9.8
LASST320000000000003,2021,M03,2021 Mar,9.2
LASST320000000000003,2021,M04,2021 Apr,8.6
LASST320000000000003,2021,M05,2021 May,7.8
LASST320000000000003,2021,M06,2021 Jun,7.2
LASST320000000000003,2021,M07,2021 Jul,6.6
LASST320000000000003,2021,M08,2021 Aug,6.0
LASST320000000000003,2021,M09,2021 Sep,5.6
LASST320000000000003,2021,M10,2021 Oct,5.4
LASST320000000000003,2021,M11,2021 Nov,5.3
LASST320000000000003,2021,M12,2021 Dec,5.3
LASST320000000000003,2022,M01,2022 Jan,5.2
LASST320000000000003,2022,M02,2022 Feb,5.1
LASST320000000000003,2022,M03,2022 Mar,5.0
LASST320000000000003,2022,M04,2022 Apr,5.0
LASST320000000000003,2022,M05,2022 May,4.9
LASST320000000000003,2022,M06,2022 Jun,4.7
LASST320000000000003,2022,M07,2022 Jul,4.4
LASST320000000000003,2022,M08,2022 Aug,4.4
LASST320000000000003,2022,M09,2022 Sep,4.4
LASST320000000000003,2022,M10,2022 Oct,4.6
LASST330000000000003,2020,M01,2020 Jan,2.7
LASST330000000000003,2020,M02,2020 Feb,2.7
LASST330000000000003,2020,M03,2020 Mar,2.6
LASST330000000000003,2020,M04,2020 Apr,16.2
LASST330000000000003,2020,M05,2020 May,11.8
LASST330000000000003,2020,M06,2020 Jun,9.7
LASST330000000000003,2020,M07,2020 Jul,8.3
LASST330000000000003,2020,M08,2020 Aug,6.8
LASST330000000000003,2020,M09,2020 Sep,6.1
LASST330000000000003,2020,M10,2020 Oct,5.2
LASST330000000000003,2020,M11,2020 Nov,4.8
LASST330000000000003,2020,M12,2020 Dec,4.5
LASST330000000000003,2021,M01,2021 Jan,4.2
LASST330000000000003,2021,M02,2021 Feb,4.0
LASST330000000000003,2021,M03,2021 Mar,3.9
LASST330000000000003,2021,M04,2021 Apr,3.8
LASST330000000000003,2021,M05,2021 May,3.7
LASST330000000000003,2021,M06,2021 Jun,3.6
LASST330000000000003,2021,M07,2021 Jul,3.5
LASST330000000000003,2021,M08,2021 Aug,3.4
LASST330000000000003,2021,M09,2021 Sep,3.2
LASST330000000000003,2021,M10,2021 Oct,3.1
LASST330000000000003,2021,M11,2021 Nov,3.0
LASST330000000000003,2021,M12,2021 Dec,3.0
LASST330000000000003,2022,M01,2022 Jan,2.9
LASST330000000000003,2022,M02,2022 Feb,2.7
LASST330000000000003,2022,M03,2022 Mar,2.4
LASST330000000000003,2022,M04,2022 Apr,2.3
LASST330000000000003,2022,M05,2022 May,2.1
LASST330000000000003,2022,M06,2022 Jun,2.0
LASST330000000000003,2022,M07,2022 Jul,2.0
LASST330000000000003,2022,M08,2022 Aug,2.0
LASST330000000000003,2022,M09,2022 Sep,2.2
LASST330000000000003,2022,M10,2022 Oct,2.4
LASST340000000000003,2020,M01,2020 Jan,3.5
LASST340000000000003,2020,M02,2020 Feb,3.5
LASST340000000000003,2020,M03,2020 Mar,3.3
LASST340000000000003,2020,M04,2020 Apr,15.5
LASST340000000000003,2020,M05,2020 May,15.8
LASST340000000000003,2020,M06,2020 Jun,14.5
LASST340000000000003,2020,M07,2020 Jul,14.3
LASST340000000000003,2020,M08,2020 Aug,12.8
LASST340000000000003,2020,M09,2020 Sep,8.3
LASST340000000000003,2020,M10,2020 Oct,7.5
LASST340000000000003,2020,M11,2020 Nov,7.5
LASST340000000000003,2020,M12,2020 Dec,7.4
LASST340000000000003,2021,M01,2021 Jan,7.3
LASST340000000000003,2021,M02,2021 Feb,7.2
LASST340000000000003,2021,M03,2021 Mar,6.9
LASST340000000000003,2021,M04,2021 Apr,7.0
LASST340000000000003,2021,M05,2021 May,6.6
LASST340000000000003,2021,M06,2021 Jun,7.1
LASST340000000000003,2021,M07,2021 Jul,6.6
LASST340000000000003,2021,M08,2021 Aug,6.5
LASST340000000000003,2021,M09,2021 Sep,5.8
LASST340000000000003,2021,M10,2021 Oct,5.5
LASST340000000000003,2021,M11,2021 Nov,5.1
LASST340000000000003,2021,M12,2021 Dec,5.1
LASST340000000000003,2022,M01,2022 Jan,5.1
LASST340000000000003,2022,M02,2022 Feb,4.6
LASST340000000000003,2022,M03,2022 Mar,4.2
LASST340000000000003,2022,M04,2022 Apr,4.1
LASST340000000000003,2022,M05,2022 May,3.9
LASST340000000000003,2022,M06,2022 Jun,3.9
LASST340000000000003,2022,M07,2022 Jul,3.7
LASST340000000000003,2022,M08,2022 Aug,4.0
LASST340000000000003,2022,M09,2022 Sep,3.3
LASST340000000000003,2022,M10,2022 Oct,3.5
LASST350000000000003,2020,M01,2020 Jan,5.2
LASST350000000000003,2020,M02,2020 Feb,5.4
LASST350000000000003,2020,M03,2020 Mar,6.1
LASST350000000000003,2020,M04,2020 Apr,9.5
LASST350000000000003,2020,M05,2020 May,9.8
LASST350000000000003,2020,M06,2020 Jun,9.5
LASST350000000000003,2020,M07,2020 Jul,9.6
LASST350000000000003,2020,M08,2020 Aug,9.3
LASST350000000000003,2020,M09,2020 Sep,8.8
LASST350000000000003,2020,M10,2020 Oct,8.4
LASST350000000000003,2020,M11,2020 Nov,8.0
LASST350000000000003,2020,M12,2020 Dec,7.9
LASST350000000000003,2021,M01,2021 Jan,7.4
LASST350000000000003,2021,M02,2021 Feb,7.3
LASST350000000000003,2021,M03,2021 Mar,7.2
LASST350000000000003,2021,M04,2021 Apr,7.3
LASST350000000000003,2021,M05,2021 May,7.2
LASST350000000000003,2021,M06,2021 Jun,7.3
LASST350000000000003,2021,M07,2021 Jul,7.0
LASST350000000000003,2021,M08,2021 Aug,6.8
LASST350000000000003,2021,M09,2021 Sep,6.2
LASST350000000000003,2021,M10,2021 Oct,6.1
LASST350000000000003,2021,M11,2021 Nov,6.0
LASST350000000000003,2021,M12,2021 Dec,5.9
LASST350000000000003,2022,M01,2022 Jan,5.9
